Mode_1,Mode_2,Mode_3,Events,Sensor1_new,Sensor_3_new,Sensor4_new,Sensor7_new,Sensor_9_new,Temperature,Humidity,Wind level > 0,Wind level > 1,Wind level > 2,M1,M2,M3
1.0,0.0,0.0,N,0.9673804017073928,-0.3758241045740544,-0.19891654378358603,-0.6936938389896132,0.42668728331437045,1.4349291135946538,1.6668174757753709,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,1.0,0.0,P,-0.085095687757568,-0.44067607258570546,-0.4510995899609417,-0.9106813641175173,0.38162181742457363,1.4349291135946538,1.6668174757753709,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,0.0,1.0,P,-0.6374430081449731,0.08054349051108901,-0.10393420026242797,-0.16627923896952518,-0.0586082564482126,1.4349291135946538,1.6668174757753709,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,1.0,0.0,L,0.4387127569538244,0.9975335583448438,1.1017973816673419,-1.2350315444598,0.7556732265661663,1.4349291135946538,1.6668174757753709,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,N,-0.03367999515728349,-1.6907701459769988,-1.8072242806803984,0.6590475934618811,0.7481135056643525,1.4349291135946538,1.6668174757753709,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,1.0,0.0,P,-0.8908929448590216,1.5774893175366362,1.3181238435974114,-0.0378035266278459,-0.8744799818361566,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
0.0,0.0,1.0,P,-0.309850127852262,0.4324236436866577,0.3191607483913429,-0.29658782331687455,-0.02520406216227746,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
0.0,0.0,1.0,P,0.2622012360071713,0.23927619661288946,0.20433478390187707,0.13612334050940383,0.79497406385179,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
0.0,0.0,1.0,N,0.8878211954880728,-2.0038901930587323,-1.8497197357988657,-0.40880058353386095,1.1456816860898293,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
1.0,0.0,0.0,L,-0.5535294575008446,0.3242852295425031,0.1294678148589771,0.13098590252450193,-1.4193777450636822,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
0.0,0.0,1.0,P,0.0985854037954805,1.0289346735283547,0.9301008190046554,0.43042947298807827,2.0175730373816596,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
0.0,1.0,0.0,P,-0.7811784219484396,-1.62747810306342,-1.800148863623296,-0.4470944488858016,0.37606355615132114,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
1.0,0.0,0.0,L,-1.9740162254373086,1.5801134538302404,1.153614712093554,-0.5829575064032274,-0.11256420904289247,1.4349291135946538,1.682971189856413,1,0,0,-1.451275847899381,2.1844562563784877,-0.2652508786718854
1.0,0.0,0.0,P,0.18004720172653477,-0.0467940017631832,-0.11832787196558718,0.4216499592770329,-0.5940920276093286,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,L,-0.0013175930644381368,0.5399109415540636,0.5208035371969946,-0.7231816821510875,-1.3826625690419467,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,0.0,1.0,P,0.7605448085305251,-0.9011883866893079,-0.6791316658898596,-0.08819283244695804,1.4076559082525242,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,L,1.047883848785132,-0.7922454210128562,-0.5036482405249855,-1.8157215609959456,-1.2497635253358934,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,P,2.1175842912191536,-0.0022446654503991024,0.2898327053360943,0.6010797027226289,-0.400185641699858,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,1.0,0.0,N,0.8645106373207073,-1.73743216773156,-1.6200543314392755,-0.04715628620636721,-1.6906916063573814,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,P,0.4047700354326624,-1.5801590636761276,-1.5171293739682092,-0.5002051341368864,-2.020220781259689,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,0.0,1.0,P,-0.6162026684287024,-0.1684583238194984,-0.36352758285367487,0.044009688081870474,0.2655690245117632,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,P,0.20317574095974592,-0.9011883866893079,1.550411893917698,-0.5763881371638955,-1.0134835532796644,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
1.0,0.0,0.0,N,-2.3810695419850694,1.1989429037942771,0.5750921962885909,0.9023925943510792,-2.2753530159582573,1.5633649333027968,1.4850881923636452,1,0,0,-1.451275847899381,2.1844562563784877,-0.26525087867188535
0.0,1.0,0.0,P,-0.9210431819521213,-0.18732299177726758,-0.49210882288759455,0.6588213246553959,0.7366919843420016,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,P,-0.7333709372428793,0.4728420308116091,0.2461351339680332,0.0731008507834399,0.60757735330739,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,0.0,1.0,P,-1.2513810206518388,-1.0624016294224687,-1.4130300932201574,0.5358977186552737,-0.38031975128505563,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,N,1.2472191330752496,-2.401128168316703,-2.14803518618705,-0.7110299111651465,0.9326013472868784,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,0.0,1.0,L,-0.2167227505412513,1.4325559488408581,1.292180647721368,0.13603860804839785,1.9723209304499272,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,1.0,0.0,N,1.3316505205320497,-0.1661331895623469,0.14576095376081705,-1.4984321034936885,0.5863108963746481,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,L,-1.8663434187881318,1.7198713333292626,1.3060934167772695,-0.4981156979196787,0.18740436311187705,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,N,-0.540863197282886,-0.38436336668090293,-0.598370902231366,0.4815188866833234,-0.01753660537446819,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,P,-1.3419463050896911,-1.1322658157820233,-1.5165502133369828,0.739293020960136,0.07728614836988028,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,0.0,1.0,P,1.9090188126680747,0.4726748257254348,0.7211467939803734,0.5782317602903742,1.1935649764908,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,P,-0.16975452833208657,0.782313072777423,0.7028006246877628,-0.4167446067774456,1.3489610940808943,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
1.0,0.0,0.0,P,-0.2759898087012909,-0.04904831974854316,-0.15626640252464147,-0.2312964917719081,-0.5158272173576723,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,1.0,0.0,N,1.1734509509610165,-0.12395816547323617,0.10679520616363607,-0.8899370588735889,1.0262663196084885,1.6100688677421213,1.4285501930799973,0,0,0,-1.1639276507567982,1.3698419528124408,-0.1579803027384043
0.0,0.0,1.0,P,0.4956474329576072,1.1006007405812688,1.0982398811734475,0.19133056246325575,0.9347590998204752,1.335683252911089,1.1175911970199341,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,N,1.4896186861867935,0.22696793515180913,0.574130671731174,-1.5996566256250278,1.3092399350992043,1.335683252911089,1.1175911970199341,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,1.0,0.0,P,1.7439180445935623,-0.4900959947028101,-0.2316735097422769,0.1788535892387056,-2.340971757563644,1.335683252911089,1.1175911970199341,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,P,0.1441866496991513,-0.9011883866893079,0.48421254470381,-0.09551721998408029,-0.6441254835096714,1.335683252911089,1.1175911970199341,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,1.0,0.0,L,-0.4827751702963299,1.0956219632506,0.9550005150909422,-0.4556211853109409,0.05134304354083355,1.335683252911089,1.1175911970199341,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
1.0,0.0,0.0,P,-0.24977710678378093,0.9058363219682635,0.7620218345746332,0.16288601731327373,-0.5114631552714384,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
1.0,0.0,0.0,N,-1.77103435406635,1.0872361363993,0.5330360947270161,1.5219303141127798,-1.2570030733934108,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,N,0.8671573901632399,-0.17946631984574216,-0.1011094235918509,0.24735102669648304,-0.8018493032000028,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,N,-1.2581837313909465,-0.9011883866893079,-0.025732635980696767,0.9366675848765371,0.027061499207067154,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,P,0.5335547808445588,-0.6087761977505817,-0.5705391879034263,-0.007271438723471767,0.6768333191202531,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,1.0,0.0,P,-0.43315737324565357,1.5496290159426964,1.3145761689019142,0.7618010868169591,-0.5794596734029477,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
1.0,0.0,0.0,P,1.2834519067679813,0.16138026476099154,0.3327442128323984,0.06395021836050267,0.18717371727143625,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,N,-0.645458049645518,-0.6472845126558255,-0.8347094273879777,-0.061294773051760225,-0.10852790683517977,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,1.0,0.0,P,-0.9778618737978619,0.46123603071246005,0.13389279298277373,0.7202173298226093,-0.47068739853247,1.236437392227524,1.1620139107428005,0,0,0,-0.8765794536142154,0.5552276492463936,-0.05070972680492324
0.0,0.0,1.0,N,-0.09854448829244129,-1.6171349931445516,-1.80891965200952,1.4156852753254126,-0.14131603394204295,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
1.0,0.0,0.0,P,0.13372775708267365,-0.5012357876793323,-0.5539479062045125,0.13603766131699002,-0.8931152552996602,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
0.0,0.0,1.0,L,0.21409236181063948,-0.7023244927870437,-0.5276894425684742,-2.425616821368311,1.3793653750342552,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
1.0,0.0,0.0,P,-0.8815642628336886,-0.34544589109419743,-0.5968046699668903,0.11942725876560263,0.3168771021619097,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
0.0,1.0,0.0,P,-0.7634861815486378,0.37330976080877243,0.10309312606475775,0.5448623183565608,-0.6928949395081246,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
1.0,0.0,0.0,P,-0.4087445422770372,1.1677739086127497,0.9883815596163888,0.1862167927635512,-0.3149119292311246,1.2189234168127774,1.1862444818643638,1,0,0,-0.8076588657311919,0.6131807035448387,-0.08646658544941692
1.0,0.0,0.0,P,0.8896137292396206,-0.4604161083475631,-0.3921714696033978,0.4585592299449378,1.3683201706094654,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,P,0.8676407985883661,1.8810216282652759,2.055637041789402,-1.17711193702235,-0.13422822656902567,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
0.0,0.0,1.0,N,-1.6818806335178622,0.6875746709511333,0.20169725887503537,0.9484009005801917,1.3025254098100583,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,N,2.0941094927112025,0.8018583637918544,1.3444870221706517,-2.613821344867913,-0.2910977462056196,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,P,-0.960990552901091,-1.1066913060720176,-1.2891048779409118,-0.8205511139895085,0.7186833999054849,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,L,0.3749417884230822,-0.18995106230819345,0.0010510867639327882,-2.303445393471755,-0.44206303580829986,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,N,-1.1975677577188795,0.11172625552324315,-0.24963170036675622,0.6533984471510159,0.9560983922817775,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
0.0,0.0,1.0,P,-0.4481737942134374,0.9095266365760603,0.7193472691882447,0.25510759712130626,-0.7347450202933566,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
0.0,0.0,1.0,L,0.22076441399701308,0.48344086615639104,0.46981915373774713,-0.25291226327679717,-0.6899663442972654,1.0379456708603942,1.440665478640779,1,0,0,-0.7387382778481686,0.6711337578432838,-0.12222344409391062
1.0,0.0,0.0,P,-0.32551419758575784,-0.18674859312829262,-0.323715693645967,0.030583616620913,0.24653012082748826,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,1.0,0.0,P,2.167783137859634,-0.016315465231621532,0.28506242058291786,0.609021359137694,1.789424848607811,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,1.0,0.0,P,1.3252829620355249,1.2006739682158454,1.3179099219294543,0.6994375221508848,1.8403581267672418,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
1.0,0.0,0.0,P,0.8759343713881519,0.41188889198580764,0.4717306926316017,0.4229446144773189,1.8013592534437741,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
1.0,0.0,0.0,P,1.1235540582113035,0.6939540367683436,0.7802486906009951,0.6570215882490019,-0.6410739783443667,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,1.0,0.0,P,-0.5658266002523319,0.6181570205275968,0.40152592455951125,0.33258288852008167,-1.0584807358614359,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
1.0,0.0,0.0,N,-0.15154134692073626,-1.4471346313532722,-1.4729559532206389,-0.7593809042630767,0.8601466878447454,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,0.0,1.0,P,-0.37009811285744965,1.3252220862290003,1.1209944651011294,0.5629250068876479,-0.959486630700169,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
1.0,0.0,0.0,N,0.49477825727203306,-0.630542365733138,-0.6941407133097659,1.1470814804737741,0.5394746166967306,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,1.0,0.0,N,0.38956877353174507,-0.6223650534598903,-0.71094367077986,1.2000364284082614,0.7741339982424944,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
0.0,1.0,0.0,P,-0.23659808935131313,0.797906422402161,0.6544984034537891,0.20247217103698073,-1.0451123815569436,1.0087557118358164,1.525472477566251,1,0,0,-0.6698176899651452,0.729086812141729,-0.1579803027384043
1.0,0.0,0.0,P,1.3586897859505487,-1.505146927781069,-1.296403761727272,-0.011332916463309365,2.6877251486301046,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
1.0,0.0,0.0,P,1.4594650626949186,1.2681658094703878,1.3942167915431547,0.9040313864181326,-1.3044675595051602,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
0.0,1.0,0.0,N,-0.013536848644101368,-1.1907462864511078,-1.446542803444123,2.3492656372260194,0.734264133389994,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
1.0,0.0,0.0,L,-0.1403278517772375,-0.5447661565257842,-0.37315518086011384,-3.2542586338244353,-0.2910977462056196,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
0.0,0.0,1.0,P,-0.29480097169632025,-0.19678089829874357,-0.3066334027643022,-0.2261595271527102,-0.0970047192542135,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
0.0,0.0,1.0,P,0.24141495592664386,0.3078184792323376,0.2849417036311844,-0.06924163648956852,-1.5575603994040421,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
0.0,1.0,0.0,P,0.8632844787642723,0.23008778534795313,0.2716634004146283,0.6379444770143632,0.8851171348861439,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
0.0,1.0,0.0,N,-0.9913911013036403,0.5417521646206404,0.13796095425621344,1.612292513435721,-0.017078348507276877,0.985403744616154,1.432588621600258,1,0,0,-0.6008971020821218,0.787039866440174,-0.19373716138289798
1.0,0.0,0.0,P,0.3470107713271757,0.12812415668027774,0.20675052662204393,-1.0355542900864805,-0.3876245478369084,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
0.0,0.0,1.0,N,-0.8654207354736372,-0.30686872703582313,-0.5701099408820272,0.2985062382245763,0.6996384265938299,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
0.0,0.0,1.0,N,0.2926827757804218,-1.1167039400558594,-1.2149038172922288,1.1460282417824992,1.320838993022421,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
0.0,1.0,0.0,L,-0.3618736790326527,0.24453430479340213,0.2143175143360919,-1.4128475842206518,1.8788061814059727,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
1.0,0.0,0.0,P,0.6342166132299675,0.6431256576900539,0.8153989403120891,-1.5561865063004618,0.933408607728421,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
1.0,0.0,0.0,N,0.898578655596543,-0.6960356144282335,-0.5884970977908083,0.02835785108096932,1.2203259636093042,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
1.0,0.0,0.0,P,-0.8997588190517765,-0.02049755950463675,-0.31465378089009494,0.5595754711665418,0.9481502152276423,0.8452919412981801,1.4164349075192157,1,0,0,-0.5319765141990983,0.8449929207386192,-0.2294940200273917
1.0,0.0,0.0,P,-0.25004688988618645,1.5012536338345148,1.3589688453222863,0.0714563783279391,1.4132293435942267,1.0204316954456476,1.646625333174068,1,0,0,-0.463055926316075,0.9029459750370643,-0.26525087867188535
1.0,0.0,0.0,P,-0.08030562669038092,1.9477817013779735,1.838372356480971,0.021123876393300364,-0.7226497703318233,1.0204316954456476,1.646625333174068,1,0,0,-0.463055926316075,0.9029459750370643,-0.26525087867188535
1.0,0.0,0.0,L,0.37086456429802495,0.035046003003764585,0.1447500194743184,-1.3470521182009854,0.020583689385741805,1.0204316954456476,1.646625333174068,1,0,0,-0.463055926316075,0.9029459750370643,-0.26525087867188535
0.0,1.0,0.0,N,0.024650441541580626,-1.2766444570154356,-1.3908181741010852,0.7203853746475093,0.8859350171756015,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
1.0,0.0,0.0,N,0.6454659477605013,-1.748223780705108,-1.6536243120310405,-0.2907119348338203,-0.6604467115345427,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
1.0,0.0,0.0,L,-0.5765583801700921,1.5461826240488472,1.3564554060923433,-0.13413534084322232,-0.2622412202341637,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
0.0,1.0,0.0,L,0.496628924202551,0.7977038091800913,0.8651143920926425,-0.6222052036486148,-1.4903225846950354,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
0.0,1.0,0.0,N,-0.6478180873917703,-0.457355271711245,-0.6774528580494643,0.3092918757889358,-0.6257102340386931,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
1.0,0.0,0.0,P,0.21034107856767262,0.3329582557182907,0.28552479458176966,0.15355550592283773,1.5541418128487505,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
0.0,0.0,1.0,L,-0.7714258756764399,-0.17376560996653295,-0.24351387754771103,-1.8573971509368603,-1.3217402016218498,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
0.0,1.0,0.0,P,2.249072511653063,0.9162246756163317,1.2380885045977104,0.43997867933373613,1.7367450351697804,1.014593703640732,1.4527807642015607,1,0,0,-0.3899908932819567,0.6926324715346425,-0.2652508786718854
0.0,0.0,1.0,P,-1.311009576881106,0.7451896094094335,0.2900516802717977,1.4516549150709888,0.2531171839416539,1.0554596462751409,1.5012419064446876,1,0,0,-0.31692586024783836,0.4823189680322207,-0.26525087867188535
1.0,0.0,0.0,P,-0.14885988349076035,0.34492030429505754,0.29890472462745976,-0.7231660610828573,-0.0603107869283079,1.0554596462751409,1.5012419064446876,1,0,0,-0.31692586024783836,0.4823189680322207,-0.26525087867188535
